route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
I10,RM,I10,Villa Los Heroes - Usach,,3,,00A77E,FFFFFF
I10N,RM,I10N,Villa Los Heroes - Alameda,,3,,00A77E,FFFFFF
I11,RM,I11,Ciudad Satelite - (M) Plaza Maipu,,3,,00A77E,FFFFFF
I11N,RM,I11N,0,,3,,00A77E,FFFFFF
I12,RM,I12,Pueblito La Farfana - Mall Plaza Oeste,,3,,00A77E,FFFFFF
I13,RM,I13,Villa Los Presidentes - (M) San Alberto Hurtado,,3,,00A77E,FFFFFF
I14,RM,I14,Mall Plaza Oeste - Estacion Central,,3,,00A77E,FFFFFF
I14N,RM,I14N,Mall Plaza Oeste - Centro,,3,,00A77E,FFFFFF
I16,RM,I16,Poblacion Santiago - Ferrocarril,,3,,00A77E,FFFFFF
I17,RM,I17,Villa Francia - Hospital San Juan De Dios,,3,,00A77E,FFFFFF
I18,RM,I18,Rinconada - (M) Ula,,3,,00A77E,FFFFFF
I20,RM,I20,Valle Verde - Marta Ossa Ruiz,,3,,00A77E,FFFFFF
I21,RM,I21,Villa Hernan Diaz - (M) Plaza Maipu,,3,,00A77E,FFFFFF
I22,RM,I22,La Farfana - (M) Del Sol,,3,,00A77E,FFFFFF
I24,RM,I24,Villa Los Maitenes - Plaza Oeste,,3,,00A77E,FFFFFF
I25,RM,I25,(M) Cerrillos - Villa S. Henriquez,,3,,00A77E,FFFFFF
J01,RM,J01,Pudahuel Sur - (M) Quinta Normal,,3,,00929E,FFFFFF
J01c,RM,J01c,(M) San Pablo - Carrascal,,3,,00929E,FFFFFF
J02,RM,J02,Enea - (M) Ula,,3,,00929E,FFFFFF
J03,RM,J03,Costanera Sur - (M) Republica,,3,,00929E,FFFFFF
J04,RM,J04,(M) Neptuno - La Alianza,,3,,00929E,FFFFFF
J05,RM,J05,Costanera Sur - (M) Ula,,3,,00929E,FFFFFF
J06,RM,J06,(M) Pudahuel - (M) Pajaritos,,3,,00929E,FFFFFF
J07,RM,J07,Noviciado - (M) Pudahuel,,3,,00929E,FFFFFF
J07c,RM,J07c,(M) Pudahuel - Lo Boza,,3,,00929E,FFFFFF
J07e,RM,J07e,Noviciado - (M) Pudahuel,,3,,00929E,FFFFFF
J08,RM,J08,Pudahuel Sur  - Hospital Felix Bulnes,,3,,00929E,FFFFFF
J10,RM,J10,San Daniel - Parque De Los Reyes,,3,,00929E,FFFFFF
J11,RM,J11,Lomas De Lo Aguirre - (M) Pajaritos,,3,,00929E,FFFFFF
J12,RM,J12,(M) Pajaritos - Ciudad De Los Valles,,3,,00929E,FFFFFF
J13,RM,J13,(M) Estacion Central - Costanera Sur,,3,,00929E,FFFFFF
J13c,RM,J13c,(M) San Pablo - Costanera Sur,,3,,00929E,FFFFFF
J15c,RM,J15c,La Alianza - (M) Neptuno,,3,,00929E,FFFFFF
J16,RM,J16,Costanera Sur - (M) Estacion Central,,3,,00929E,FFFFFF
J17,RM,J17,(M) Pajaritos- Puerto Santiago,,3,,00929E,FFFFFF
J18,RM,J18,Enea - (M) San Pablo,,3,,00929E,FFFFFF
J18c,RM,J18c,El Tranque - (M) San Pablo,,3,,00929E,FFFFFF
J19,RM,J19,Pudahuel Sur - (M) Quinta Normal ,,3,,00929E,FFFFFF
J20,RM,J20,El Montijo - (M) Pudahuel,,3,,00929E,FFFFFF
L1,M,L1,Linea 1 (San Pablo - Los Dominicos) ,,1,https://www.metro.cl/tu-viaje/plano-de-red,FA0727,FFFFFF
L2,M,L2,Linea 2 (Vespucio Norte - La Cisterna) ,,1,https://www.metro.cl/tu-viaje/plano-de-red,FFD400,000000
L3,M,L3,Linea3 (Los Libertadores- Fernando Castillo Velasco),,1,https://www.metro.cl/tu-viaje/plano-de-red,83441D,FFFFFF
L4,M,L4,Linea 4 (Tobalaba - Plaza de Puente Alto) ,,1,https://www.metro.cl/tu-viaje/plano-de-red,1A1D6A,FFFFFF
L4A,M,L4A,Linea 4A (La Cisterna - Vicuña Mackenna) ,,1,https://www.metro.cl/tu-viaje/plano-de-red,0A5FCA,FFFFFF
L5,M,L5,Linea 5 (Plaza de Maipú - Vicente Valdés) ,,1,https://www.metro.cl/tu-viaje/plano-de-red,008A63,FFFFFF
L6,M,L6,Línea6 (Cerrillos - Los Leones),,1,https://www.metro.cl/tu-viaje/plano-de-red,9933FF,FFFFFF
MTN,MT,MTN,Metrotren Nos,,0,https://www.efe.cl/nuestros-servicios/metrotren-nos/,151CF3,FFFFFF
MTR,MT,MTR,Metrotren Rancagua,,0,https://www.efe.cl/nuestros-servicios/metrotren-rancagua/,F3B015,000000
